,LV 20-40,LV 20-60,LV 20-80,LV 20-90,LV 40-60,LV 40-80,LV 40-90,LV 60-80,LV 60-90,LV 80-90,LV 40-60-80,LV 40-60-80-90
0,5.693685154648516,7.996185841839917,2.9915034757304966,1.651650847805281,6.857097473612003,2.6209300260878527,0.910472057905435,2.801135961483631,1.4304397689700703,1.2008674420678105,3.807826344291622,1.824164415503572
1,10.922333339617703,7.601437848502513,3.0828190883581663,4.887253952494032,8.57743289107924,3.2245485844482666,3.921453210419145,3.197749325428385,3.956524857450354,3.658136542370149,3.56042283247258,3.7065743298977694
2,10.527292404593192,9.369061266449227,2.7067187064568285,4.683949903457787,8.45354472934007,2.7683060096803387,4.937169538363468,2.7384820975523665,4.481268202964566,2.5366351696916807,3.742479728125312,3.316880351152372
3,5.425963561818884,6.761387276414979,2.452455013463279,2.2748853827545217,7.297025110277616,1.9162263072731378,1.35540980658256,2.5484263440100876,2.680601660845343,2.104482899736607,2.574600953763931,1.929551043791426
4,13.467710868215004,4.823458343671075,4.008567521446051,4.88126316904895,4.753945998683659,3.993914064155919,5.506879210273394,3.8653450737342725,4.821519430185714,4.343002754306198,3.897970315141234,4.548772144078024
5,12.034429185635958,10.503731844564507,4.0768129326486555,3.051341769679823,9.460114269818828,3.5601940594184613,3.300906060994518,4.276326787235294,3.2082000105565216,2.8485367885424693,4.450018159200226,2.5731643143180944
6,9.003642210482042,5.639311371771572,2.725847115952456,4.6293149255581,3.8291282420382915,1.5368923385134394,3.4765977561047463,1.8243378590242258,3.5044126392975867,2.984829979694948,2.3043923561496826,2.8065811016382556
7,8.861927510091869,5.682155525335338,3.692643974013697,6.916842278764898,5.297238180758228,3.0653435511593954,6.500907445984237,3.349573039800697,5.595377826831242,4.6030662120104235,2.621071671301036,3.8575830076478494
8,11.743637552551684,8.379541851555198,3.436809449373146,1.3380478791795754,6.870156369329277,3.5124760255654848,1.7079184403891419,3.3441433966596152,1.4736794741233268,2.38339143954862,3.202925041369909,2.257065619679389
9,21.268903981855924,7.5713706073947264,4.295696096355155,2.2091082895199805,9.008544535045166,4.168007806471579,4.291369324620225,3.826960853023439,2.880501346211298,4.017746785477996,4.301578190237615,3.284700509086619
