,LV 20-40,LV 20-60,LV 20-80,LV 20-90,LV 40-60,LV 40-80,LV 40-90,LV 60-80,LV 60-90,LV 80-90,LV 40-60-80,LV 40-60-80-90
0,10.591197322555482,5.672671354729043,4.3337613833381186,3.9022009012990395,5.437856133194866,3.6468690186409183,3.2247180318137034,3.3094534182599964,3.0113201929645945,2.8378013639994037,3.3939211466149004,3.017573522172176
1,20.648800127207465,12.471070298173535,6.668325323891527,3.099534946141181,10.245231828783348,6.716608648821453,2.3986023753811025,7.227745344102232,2.371942600755039,3.9801860605064596,5.473349237112164,3.512876617008127
2,16.994888767755242,5.733016966781554,5.622135487687672,4.2235310313448,4.575562531406172,5.343222998975733,3.2986500420188123,4.222086635061908,2.6805790733347408,4.5255755905640225,4.979493115074552,3.8740221047825
3,10.6504560473232,12.299985569854215,2.718545783830541,3.6721244526541397,12.71435954661871,2.7591761567900166,3.4536373698590808,4.304422501164941,4.183740023720634,3.029992343393303,4.682249505570445,4.017987694638856
4,19.551166357620577,10.4812503669776,3.451400043139995,5.597351885663466,7.724478386011145,3.230685204775773,5.360604171480202,4.05762202878625,5.396707269079667,3.9208066382005256,3.956542257770758,4.791915620068477
5,21.1570781304815,8.386102338723015,6.361991489564446,5.174525076258902,6.8709202078114915,5.162469784773572,4.1618571713053765,4.626769195033665,3.6891290885262946,3.2298975367512583,4.892250479251777,3.2556309308175058
6,9.135758240257365,8.887411209152777,3.7365728779715424,4.216932187318372,8.49165085362338,3.7706667672071488,3.634649399514956,3.8805506233063567,3.0895936763829015,2.397213348318138,4.037877625019808,2.6485299959592394
7,26.037990307559443,15.717898947276932,4.981549749835222,7.577305809950161,12.750297770627686,4.194083558621577,7.393154459884192,4.073370494759627,7.546999590325305,5.748978624599198,4.673368234761443,6.048893152454804
8,24.125536690618542,16.664206756752087,5.2265522878925195,3.439677796029116,14.03408027984949,4.534835327272367,3.448929560839164,3.86990936308853,2.6668306563529995,2.8050638567311355,4.255532762758966,2.5823731004967443
9,18.006349452394424,14.701281118244902,6.1123195257503085,5.0043688491104374,13.820810024801421,6.116585157114107,5.801201655173273,7.183593559409269,6.096603831819121,4.343334351688855,6.125034995137938,5.923547888283542
