,LV 20-40,LV 20-60,LV 20-80,LV 20-90,LV 40-60,LV 40-80,LV 40-90,LV 60-80,LV 60-90,LV 80-90,LV 40-60-80,LV 40-60-80-90
0,0.4636346317280454,0.6246279022662891,0.9734246784702549,0.9564146954674222,0.7656293895184135,0.9914811218130312,0.9738640127478754,0.9515585325779036,0.964254307365439,0.7985556218130311,0.9562954135977337,0.9927530155807365
1,-0.06037557207615607,0.5925553291024479,0.921358476881233,0.9386094433363553,0.7577724242973709,0.933181265639166,0.9538628975521304,0.7235571568449684,0.8569043263825931,0.9301217697189483,0.9649330988213962,0.9704331242067089
2,0.19531002124645902,0.8468698583569407,0.9533832790368271,0.9344623158640227,0.8906841359773371,0.9495976345609066,0.869218349858357,0.9490831090651558,0.8664134631728047,0.7965661048158641,0.9545036402266289,0.946864730878187
3,0.6943228543307085,-0.9006275984251966,0.9011858858267717,0.8933794291338583,0.5647499999999999,0.693904311023622,0.9186196062992125,0.32699631889763847,0.7714759842519683,0.749377834645669,0.6939517716535437,0.6594730511811023
4,0.4754795429477461,0.8390012839514684,0.9461531952295601,0.8399567334206535,0.8496417430718324,0.9878549048669516,0.9180414483661933,0.9075427495519094,0.9677587808493037,0.614616796498001,0.9805680752791949,0.9698560854129326
5,0.7897163286713287,0.8787969624125875,0.9750909921328672,0.980972902097902,0.46291087412587395,0.9286539335664337,0.9745327229020979,0.824010506993007,0.919714820804196,0.7947085926573426,0.9460522508741259,0.9635069012237762
6,-0.7343298357664232,0.5627030109489051,0.8280926094890512,0.9520392335766423,0.29138255474452557,0.9350615875912409,0.5585684489051097,0.9456075,0.8177561313868613,0.4323063868613136,0.9611929744525547,0.7170337043795618
7,0.2720043949044588,0.8935912420382165,0.9507016878980891,0.8460840605095543,0.9578370382165606,0.6913622770700634,0.9437057484076432,0.7916898407643316,0.7969866560509552,-0.8300717675159235,0.6269210031847137,0.779870875796178
8,0.09887701943844518,0.9249559935205184,0.9898781749460043,0.9915302375809935,0.7671349190064796,0.9938911717062635,0.9919619114470842,0.9870407721382289,0.940166733261339,0.8324300755939524,0.9948730129589632,0.9949161987041036
9,-0.0711227037542117,0.17437003649927774,0.9037389198620248,0.9705398584148885,0.6657433218353923,0.8948114070271138,0.9224610340125139,0.9276276873094816,0.9513576828974811,0.7820297007861385,0.8801882520455637,0.9501391284293277
